Label,Score,Status,x,y,r,x0,y0,r0,weight,px,py,id,SEVEN,FOUR,TWO,FIVET,FOURT,THREET,TWOT
GLOVE-LSTM,0.488083212,Correct,426.7294711,295.8749573,3.787894062,400,276.4350655,4.928499272,0,426.8761569,295.8447291,86,4,2,1,4,2,2,1
ROBERTA-LARGE,0.488083212,Correct,537.1416316,265.5103581,3.787894062,600,276.4350655,4.928499272,0,537.1342477,265.5237096,86,4,2,1,4,2,2,1
BERT-BASE,0.488486995,Incorrect,1072.554437,280.9057707,3.789373156,1000,276.2170227,4.93092197,0,1072.557342,280.9103551,23,4,2,1,4,2,2,1
BERT-LARGE,0.488486995,Correct,775.53228,269.8401355,3.789373156,800,276.2170227,4.93092197,0,775.5610052,269.8388078,23,4,2,1,4,2,2,1
GLOVE-CNN,0.488486995,Correct,179.6415507,290.3102573,3.789373156,200,276.2170227,4.93092197,0,179.6591916,290.3093954,23,4,2,1,4,2,2,1
GLOVE-LSTM,0.488486995,Correct,325.564731,278.587369,3.789373156,400,276.2170227,4.93092197,0,325.6237696,278.5922377,23,4,2,1,4,2,2,1
ROBERTA-LARGE,0.488486995,Incorrect,618.7814538,289.7847405,3.789373156,600,276.2170227,4.93092197,0,618.8490272,289.7095747,23,4,2,1,4,2,2,1
BERT-BASE,0.488946479,Correct,947.7551224,273.8373733,3.791056289,1000,275.9689013,4.933678874,0,947.7602709,273.7959727,97,4,2,1,4,2,2,1
BERT-LARGE,0.488946479,Correct,854.3502586,285.9718886,3.791056289,800,275.9689013,4.933678874,0,854.3333317,285.9998517,97,4,2,1,4,2,2,1
GLOVE-CNN,0.488946479,Correct,268.1191904,257.2253335,3.791056289,200,275.9689013,4.933678874,0,268.1319613,257.2430351,97,4,2,1,4,2,2,1
GLOVE-LSTM,0.488946479,Correct,327.5928742,289.0027063,3.791056289,400,275.9689013,4.933678874,0,327.6658381,289.0184504,97,4,2,1,4,2,2,1
ROBERTA-LARGE,0.488946479,Correct,658.2441281,249.742877,3.791056289,600,275.9689013,4.933678874,0,658.2359477,249.7444703,97,4,2,1,4,2,2,1
BERT-BASE,0.488988585,Correct,967.6367541,254.0425385,3.791210527,1000,275.9461641,4.93393151,0,967.6823118,254.0108732,94,4,2,1,4,2,2,1
BERT-LARGE,0.488988585,Incorrect,816.2110245,282.6227858,3.791210527,800,275.9461641,4.93393151,0,816.218318,282.6270586,94,4,2,1,4,2,2,1
GLOVE-CNN,0.488988585,Incorrect,174.2362237,280.929886,3.791210527,200,275.9461641,4.93393151,0,174.2797495,281.0146542,94,4,2,1,4,2,2,1
GLOVE-LSTM,0.488988585,Incorrect,354.93199,289.5222367,3.791210527,400,275.9461641,4.93393151,0,355.0359688,289.5260885,94,4,2,1,4,2,2,1
ROBERTA-LARGE,0.488988585,Incorrect,591.9673332,281.9553132,3.791210527,600,275.9461641,4.93393151,0,591.9637409,281.9536919,94,4,2,1,4,2,2,1
BERT-BASE,0.489166156,Correct,930.5875897,265.982192,3.791860986,1000,275.8502758,4.934996936,0,930.5982665,265.9869562,64,4,2,1,4,2,2,1
BERT-LARGE,0.489166156,Correct,806.1428914,279.2934281,3.791860986,800,275.8502758,4.934996936,0,806.1543391,279.3145653,64,4,2,1,4,2,2,1
GLOVE-CNN,0.489166156,Correct,154.0046466,261.2683212,3.791860986,200,275.8502758,4.934996936,0,154.033018,261.3024537,64,4,2,1,4,2,2,1
GLOVE-LSTM,0.489166156,Correct,412.5156453,279.8340819,3.791860986,400,275.8502758,4.934996936,0,412.6139732,279.6738964,64,4,2,1,4,2,2,1
ROBERTA-LARGE,0.489166156,Correct,632.021983,262.2054959,3.791860986,600,275.8502758,4.934996936,0,632.0710592,262.1634135,64,4,2,1,4,2,2,1
BERT-BASE,0.489462884,Incorrect,1035.350444,280.6957555,3.792947928,1000,275.6900426,4.936777304,0,1035.346549,280.7060133,47,4,2,1,4,2,2,1
BERT-LARGE,0.489462884,Incorrect,803.7572662,268.9419954,3.792947928,800,275.6900426,4.936777304,0,803.7079377,268.9287263,47,4,2,1,4,2,2,1
GLOVE-CNN,0.489462884,Incorrect,223.7162751,274.2512571,3.792947928,200,275.6900426,4.936777304,0,223.7328795,274.2794842,47,4,2,1,4,2,2,1
GLOVE-LSTM,0.489462884,Correct,452.071245,278.725672,3.792947928,400,275.6900426,4.936777304,0,452.1219204,278.7817393,47,4,2,1,4,2,2,1
ROBERTA-LARGE,0.489462884,Correct,581.4925126,297.1891736,3.792947928,600,275.6900426,4.936777304,0,581.4853406,297.0613749,47,4,2,1,4,2,2,1
BERT-BASE,0.489673899,Correct,932.4355679,284.3486812,3.793720896,1000,275.5760945,4.938043394,0,932.4470091,284.3546579,121,4,2,1,4,2,2,1
BERT-LARGE,0.489673899,Correct,827.9380009,296.9505819,3.793720896,800,275.5760945,4.938043394,0,827.9211364,296.9732016,121,4,2,1,4,2,2,1
GLOVE-CNN,0.489673899,Correct,214.469954,254.7067107,3.793720896,200,275.5760945,4.938043394,0,214.5684893,254.7417667,121,4,2,1,4,2,2,1
GLOVE-LSTM,0.489673899,Correct,400.3390508,292.0866063,3.793720896,400,275.5760945,4.938043394,0,400.4871051,291.9592436,121,4,2,1,4,2,2,1
ROBERTA-LARGE,0.489673899,Correct,548.0163588,251.5277144,3.793720896,600,275.5760945,4.938043394,0,548.0615678,251.390892,121,4,2,1,4,2,2,1
BERT-BASE,0.48976547,Correct,1024.97148,275.6551364,3.794056329,1000,275.5266462,4.93859282,0,1024.974534,275.6549865,72,4,2,1,4,2,2,1
BERT-LARGE,0.48976547,Correct,732.0918307,285.8383061,3.794056329,800,275.5266462,4.93859282,0,732.0636199,285.8641809,72,4,2,1,4,2,2,1
GLOVE-CNN,0.48976547,Correct,257.5422973,257.6543979,3.794056329,200,275.5266462,4.93859282,0,257.5708053,257.662698,72,4,2,1,4,2,2,1
GLOVE-LSTM,0.48976547,Correct,473.3080582,273.4699538,3.794056329,400,275.5266462,4.93859282,0,473.2778549,273.5356834,72,4,2,1,4,2,2,1
ROBERTA-LARGE,0.48976547,Correct,527.0141694,280.8372962,3.794056329,600,275.5266462,4.93859282,0,527.0044952,280.8345037,72,4,2,1,4,2,2,1
BERT-BASE,0.48990343,Correct,995.1461088,262.0785782,3.794561689,1000,275.4521478,4.93942058,0,995.0887793,262.0069363,18,4,2,1,4,2,2,1
BERT-LARGE,0.48990343,Correct,783.275726,262.5937747,3.794561689,800,275.4521478,4.93942058,0,783.2417622,262.6498234,18,4,2,1,4,2,2,1
GLOVE-CNN,0.48990343,Correct,147.5781364,307.1749905,3.794561689,200,275.4521478,4.93942058,0,147.5674988,307.18616,18,4,2,1,4,2,2,1
GLOVE-LSTM,0.48990343,Correct,454.4849649,267.3407931,3.794561689,400,275.4521478,4.93942058,0,454.4993816,267.3609012,18,4,2,1,4,2,2,1
ROBERTA-LARGE,0.48990343,Correct,681.4834588,265.5611833,3.794561689,600,275.4521478,4.93942058,0,681.4876476,265.5710653,18,4,2,1,4,2,2,1
BERT-BASE,0.491410289,Correct,1004.554608,245.9264659,3.800081453,1000,274.6384439,4.948461734,0,1004.562911,245.9315534,119,4,3,2,4,2,2,1
BERT-LARGE,0.491410289,Incorrect,785.7150967,272.8935238,3.800081453,800,274.6384439,4.948461734,0,785.7046538,272.9111505,119,4,3,2,4,2,2,1
GLOVE-CNN,0.491410289,Incorrect,246.3688754,256.4958722,3.800081453,200,274.6384439,4.948461734,0,246.3835588,256.4459152,119,4,3,2,4,2,2,1
GLOVE-LSTM,0.491410289,Incorrect,396.7941826,264.736221,3.800081453,400,274.6384439,4.948461734,0,396.7071219,264.7342072,119,4,3,2,4,2,2,1
ROBERTA-LARGE,0.491410289,Incorrect,518.1210679,275.0499541,3.800081453,600,274.6384439,4.948461734,0,518.1152864,275.0517192,119,4,3,2,4,2,2,1
BERT-BASE,0.491809236,Correct,1063.011905,285.4641823,3.801542833,1000,274.4230126,4.950855416,0,1063.008929,285.4494285,27,4,3,2,4,2,2,1
BERT-LARGE,0.491809236,Incorrect,819.7498322,304.0282469,3.801542833,800,274.4230126,4.950855416,0,819.7986685,304.112828,27,4,3,2,4,2,2,1
GLOVE-CNN,0.491809236,Correct,137.5870704,270.5215124,3.801542833,200,274.4230126,4.950855416,0,137.5825901,270.4888238,27,4,3,2,4,2,2,1
GLOVE-LSTM,0.491809236,Correct,360.3360349,261.9079125,3.801542833,400,274.4230126,4.950855416,0,360.4009446,261.9002742,27,4,3,2,4,2,2,1
ROBERTA-LARGE,0.491809236,Correct,592.9945624,271.4709265,3.801542833,600,274.4230126,4.950855416,0,593.0857227,271.4749231,27,4,3,2,4,2,2,1
BERT-BASE,0.4919791,Correct,948.9585994,292.0878845,3.802165061,1000,274.331286,4.9518746,0,948.9836302,292.0981982,9,4,3,2,4,2,2,1
BERT-LARGE,0.4919791,Correct,861.0545185,267.3901291,3.802165061,800,274.331286,4.9518746,0,860.9547678,267.4394323,9,4,3,2,4,2,2,1
GLOVE-CNN,0.4919791,Correct,249.8811153,284.6514067,3.802165061,200,274.331286,4.9518746,0,249.7524614,284.6582478,9,4,3,2,4,2,2,1
GLOVE-LSTM,0.4919791,Correct,417.7420648,289.1511779,3.802165061,400,274.331286,4.9518746,0,417.6194946,289.0805148,9,4,3,2,4,2,2,1
ROBERTA-LARGE,0.4919791,Correct,611.525306,273.1875907,3.802165061,600,274.331286,4.9518746,0,611.5253311,273.1061454,9,4,3,2,4,2,2,1
BERT-BASE,0.493329655,Correct,952.3845561,264.3243112,3.807112269,1000,273.6019863,4.95997793,0,952.3652645,264.3187975,83,4,3,2,4,2,2,1
BERT-LARGE,0.493329655,Correct,873.08889,281.3908533,3.807112269,800,273.6019863,4.95997793,0,873.1277172,281.3807235,83,4,3,2,4,2,2,1
GLOVE-CNN,0.493329655,Incorrect,110.8694215,279.5177628,3.807112269,200,273.6019863,4.95997793,0,110.8481543,279.5586722,83,4,3,2,4,2,2,1
GLOVE-LSTM,0.493329655,Incorrect,331.8240253,261.2599203,3.807112269,400,273.6019863,4.95997793,0,331.8361744,261.2599109,83,4,3,2,4,2,2,1
ROBERTA-LARGE,0.493329655,Correct,649.5086487,269.2581134,3.807112269,600,273.6019863,4.95997793,0,649.4745919,269.2234197,83,4,3,2,4,2,2,1
BERT-BASE,0.494058401,Correct,996.6705921,280.335038,3.809781733,1000,273.2084635,4.964350406,0,996.5948449,280.3592551,33,4,3,2,4,2,2,1
BERT-LARGE,0.494058401,Correct,790.3093509,293.4698743,3.809781733,800,273.2084635,4.964350406,0,790.1757563,293.4475242,33,4,3,2,4,2,2,1
GLOVE-CNN,0.494058401,Correct,277.0585619,277.5804591,3.809781733,200,273.2084635,4.964350406,0,277.0210427,277.6091487,33,4,3,2,4,2,2,1
GLOVE-LSTM,0.494058401,Correct,444.5005977,270.9474062,3.809781733,400,273.2084635,4.964350406,0,444.4932128,270.8666726,33,4,3,2,4,2,2,1
ROBERTA-LARGE,0.494058401,Correct,590.9331284,292.5150208,3.809781733,600,273.2084635,4.964350406,0,590.9026571,292.5082422,33,4,3,2,4,2,2,1
BERT-BASE,0.494541901,Correct,916.8084482,271.0101926,3.811552839,1000,272.9473735,4.967251406,0,916.8184173,271.0118701,50,4,3,2,4,2,2,1
BERT-LARGE,0.494541901,Correct,881.1290318,274.3404753,3.811552839,800,272.9473735,4.967251406,0,881.1133912,274.3258204,50,4,3,2,4,2,2,1
GLOVE-CNN,0.494541901,Correct,198.6362576,244.425635,3.811552839,200,272.9473735,4.967251406,0,198.6868238,244.3739057,50,4,3,2,4,2,2,1
GLOVE-LSTM,0.494541901,Correct,279.0788117,259.5840045,3.811552839,400,272.9473735,4.967251406,0,279.056825,259.6066702,50,4,3,2,4,2,2,1
ROBERTA-LARGE,0.494541901,Correct,683.0158028,283.167501,3.811552839,600,272.9473735,4.967251406,0,683.0995973,283.1987954,50,4,3,2,4,2,2,1
BERT-BASE,0.49461647,Correct,1052.586561,269.5885688,3.811825992,1000,272.9071062,4.96769882,0,1052.598634,269.5867382,21,4,3,2,4,2,2,1
BERT-LARGE,0.49461647,Incorrect,852.5104968,275.6084797,3.811825992,800,272.9071062,4.96769882,0,852.4866348,275.5716251,21,4,3,2,4,2,2,1
GLOVE-CNN,0.49461647,Incorrect,281.304297,287.2924046,3.811825992,200,272.9071062,4.96769882,0,281.3354296,287.2825549,21,4,3,2,4,2,2,1
GLOVE-LSTM,0.49461647,Correct,373.8824756,298.5281621,3.811825992,400,272.9071062,4.96769882,0,373.9126347,298.291457,21,4,3,2,4,2,2,1
ROBERTA-LARGE,0.49461647,Incorrect,666.448184,276.6050973,3.811825992,600,272.9071062,4.96769882,0,666.4313592,276.6076796,21,4,3,2,4,2,2,1
BERT-BASE,0.494736219,Correct,1011.917572,294.3523815,3.812264643,1000,272.8424417,4.968417314,0,1011.916003,294.3832921,52,4,3,2,4,2,2,1
BERT-LARGE,0.494736219,Correct,844.3305051,282.5853856,3.812264643,800,272.8424417,4.968417314,0,844.3513911,282.480545,52,4,3,2,4,2,2,1
GLOVE-CNN,0.494736219,Correct,283.5643282,269.2063142,3.812264643,200,272.8424417,4.968417314,0,283.5160726,269.2336682,52,4,3,2,4,2,2,1
GLOVE-LSTM,0.494736219,Correct,465.0738915,266.827127,3.812264643,400,272.8424417,4.968417314,0,465.0849534,266.8439987,52,4,3,2,4,2,2,1
ROBERTA-LARGE,0.494736219,Correct,545.4384763,282.1668779,3.812264643,600,272.8424417,4.968417314,0,545.4424797,282.1868633,52,4,3,2,4,2,2,1
BERT-BASE,0.494959402,Correct,1082.526068,266.6376216,3.813082183,1000,272.7219229,4.969756412,0,1082.525688,266.6622234,20,4,3,2,4,2,2,1
BERT-LARGE,0.494959402,Correct,801.7464652,258.5363514,3.813082183,800,272.7219229,4.969756412,0,801.7192759,258.539178,20,4,3,2,4,2,2,1
GLOVE-CNN,0.494959402,Correct,116.3330088,270.3249408,3.813082183,200,272.7219229,4.969756412,0,116.3318097,270.3291446,20,4,3,2,4,2,2,1
GLOVE-LSTM,0.494959402,Correct,353.4959906,279.0817638,3.813082183,400,272.7219229,4.969756412,0,353.5358831,279.1283984,20,4,3,2,4,2,2,1
ROBERTA-LARGE,0.494959402,Correct,536.4985794,276.1123404,3.813082183,600,272.7219229,4.969756412,0,536.4673621,276.115571,20,4,3,2,4,2,2,1
BERT-BASE,0.495102538,Correct,994.1764349,244.0340163,3.813606504,1000,272.6446295,4.970615228,0,994.2045875,244.0619521,8,4,3,2,4,2,2,1
BERT-LARGE,0.495102538,Correct,822.0250133,265.0550699,3.813606504,800,272.6446295,4.970615228,0,822.041085,265.0365318,8,4,3,2,4,2,2,1
GLOVE-CNN,0.495102538,Correct,218.8673941,264.3595816,3.813606504,200,272.6446295,4.970615228,0,218.9848708,264.3174741,8,4,3,2,4,2,2,1
GLOVE-LSTM,0.495102538,Correct,345.2559276,285.6982505,3.813606504,400,272.6446295,4.970615228,0,345.2870783,285.6939856,8,4,3,2,4,2,2,1
ROBERTA-LARGE,0.495102538,Incorrect,688.1095398,273.8429177,3.813606504,600,272.6446295,4.970615228,0,688.1256039,273.8388453,8,4,3,2,4,2,2,1
BERT-BASE,0.497296037,Correct,941.6994632,265.1362999,3.821641494,1000,271.46014,4.983776222,0,941.6461937,265.188269,43,4,3,2,4,2,2,1
BERT-LARGE,0.497296037,Correct,734.9524391,296.0627427,3.821641494,800,271.46014,4.983776222,0,734.9671101,296.0378944,43,4,3,2,4,2,2,1
GLOVE-CNN,0.497296037,Correct,196.0130101,282.2539137,3.821641494,200,271.46014,4.983776222,0,196.0032377,282.2847782,43,5,3,2,4,2,2,1
GLOVE-LSTM,0.497296037,Correct,315.5858525,275.0987109,3.821641494,400,271.46014,4.983776222,0,315.6516982,275.0993953,43,4,3,2,4,2,2,1
ROBERTA-LARGE,0.497296037,Correct,556.2228372,267.3102831,3.821641494,600,271.46014,4.983776222,0,556.2164452,267.2433555,43,4,3,2,4,2,2,1
BERT-BASE,0.497650208,Correct,985.7528186,297.9480583,3.822938855,1000,271.2688877,4.985901248,0,985.7669629,298.0759881,29,5,3,2,4,2,2,1
BERT-LARGE,0.497650208,Correct,832.1045603,268.5901079,3.822938855,800,271.2688877,4.985901248,0,832.1347446,268.5563284,29,5,3,2,4,2,2,1
GLOVE-CNN,0.497650208,Correct,239.2430191,284.7818249,3.822938855,200,271.2688877,4.985901248,0,239.3706857,284.6781654,29,5,3,2,4,2,2,1
GLOVE-LSTM,0.497650208,Correct,323.6896683,268.1468822,3.822938855,400,271.2688877,4.985901248,0,323.7267825,268.151654,29,5,3,2,4,2,2,1
ROBERTA-LARGE,0.497650208,Correct,594.1403537,260.9174655,3.822938855,600,271.2688877,4.985901248,0,594.1713869,260.9529242,29,5,3,2,4,2,2,1
BERT-BASE,0.498426789,Correct,1013.820427,251.186487,3.825783544,1000,270.8495339,4.990560734,0,1013.840408,251.1401573,101,5,3,2,4,2,2,1
BERT-LARGE,0.498426789,Correct,770.475553,248.6986227,3.825783544,800,270.8495339,4.990560734,0,770.4733199,248.7063346,101,5,3,2,4,2,2,1
GLOVE-CNN,0.498426789,Correct,126.9480937,270.2521511,3.825783544,200,270.8495339,4.990560734,0,126.948442,270.2598424,101,5,3,2,4,2,2,1
GLOVE-LSTM,0.498426789,Correct,401.8343155,243.7045689,3.825783544,400,270.8495339,4.990560734,0,401.8647947,243.852128,101,5,3,2,4,2,2,1
ROBERTA-LARGE,0.498426789,Correct,629.4176789,274.9497969,3.825783544,600,270.8495339,4.990560734,0,629.4419627,274.9692855,101,5,3,2,4,2,2,1
BERT-BASE,0.498666117,Correct,1033.365205,248.71562,3.826660224,1000,270.7202968,4.991996702,0,1033.362124,248.7403473,135,5,3,2,4,2,2,1
BERT-LARGE,0.498666117,Correct,755.0914616,263.5541854,3.826660224,800,270.7202968,4.991996702,0,755.1191259,263.5711338,135,5,3,2,4,2,2,1
GLOVE-CNN,0.498666117,Correct,132.4100268,261.1065595,3.826660224,200,270.7202968,4.991996702,0,132.4284411,261.0773047,135,5,3,2,4,2,2,2
GLOVE-LSTM,0.498666117,Correct,404.9635398,271.4801641,3.826660224,400,270.7202968,4.991996702,0,404.8767971,271.4972558,135,5,3,2,4,2,2,1
ROBERTA-LARGE,0.498666117,Correct,557.1551131,256.7471834,3.826660224,600,270.7202968,4.991996702,0,557.2047106,256.753274,135,5,3,2,4,2,2,1
BERT-BASE,0.500145541,Correct,1072.518152,270.28438,3.832079491,1000,269.9214079,5.000873246,0,1072.53296,270.2790613,129,5,3,2,4,3,2,2
BERT-LARGE,0.500145541,Correct,811.9696204,261.550691,3.832079491,800,269.9214079,5.000873246,0,811.9181087,261.519462,129,5,3,2,4,3,2,2
GLOVE-CNN,0.500145541,Correct,158.7723537,270.7581695,3.832079491,200,269.9214079,5.000873246,0,158.7662669,270.7519508,129,5,3,2,4,3,2,2
GLOVE-LSTM,0.500145541,Correct,409.7436115,250.7863595,3.832079491,400,269.9214079,5.000873246,0,409.6766055,250.9349146,129,5,3,2,4,3,2,2
ROBERTA-LARGE,0.500145541,Correct,623.6959417,255.6066212,3.832079491,600,269.9214079,5.000873246,0,623.6896829,255.5921838,129,5,3,2,4,3,2,2
BERT-BASE,0.500524632,Correct,1013.569118,240.3155145,3.833468137,1000,269.7166987,5.003147792,0,1013.514742,240.2942102,115,5,3,2,4,3,2,2
BERT-LARGE,0.500524632,Correct,850.7668655,265.1069542,3.833468137,800,269.7166987,5.003147792,0,850.8055344,265.1930793,115,5,3,2,4,3,2,2
GLOVE-CNN,0.500524632,Correct,148.1604734,270.3540814,3.833468137,200,269.7166987,5.003147792,0,148.1863295,270.3253648,115,5,3,2,4,3,2,2
GLOVE-LSTM,0.500524632,Correct,417.7148889,258.3996899,3.833468137,400,269.7166987,5.003147792,0,417.6209594,258.4704436,115,5,3,2,4,3,2,2
ROBERTA-LARGE,0.500524632,Correct,600.631609,288.1365923,3.833468137,600,269.7166987,5.003147792,0,600.5429679,288.1516204,115,5,3,2,4,3,2,2
BERT-BASE,0.500851033,Correct,1053.814644,280.1026695,3.834663774,1000,269.5404422,5.005106198,0,1053.776835,280.1184549,45,5,3,2,4,3,2,2
BERT-LARGE,0.500851033,Correct,780.1458895,290.4348165,3.834663774,800,269.5404422,5.005106198,0,780.1405015,290.430128,45,5,3,2,4,3,2,2
GLOVE-CNN,0.500851033,Correct,164.6712103,261.8555838,3.834663774,200,269.5404422,5.005106198,0,164.6682982,261.8356968,45,5,3,2,4,3,2,2
GLOVE-LSTM,0.500851033,Correct,341.9115065,264.8409202,3.834663774,400,269.5404422,5.005106198,0,341.9247501,264.8678837,45,5,3,2,4,3,2,2
ROBERTA-LARGE,0.500851033,Correct,638.9568809,270.1907252,3.834663774,600,269.5404422,5.005106198,0,638.9418567,270.1778864,45,5,3,2,4,3,2,2
BERT-BASE,0.501853297,Correct,1043.274668,264.5102243,3.83833516,1000,268.9992196,5.011119782,0,1043.285272,264.5133999,60,5,3,2,4,3,2,2
BERT-LARGE,0.501853297,Correct,752.4855719,253.2286484,3.83833516,800,268.9992196,5.011119782,0,752.5086344,253.2547359,60,5,3,2,4,3,2,2
GLOVE-CNN,0.501853297,Correct,266.4374624,276.822411,3.83833516,200,268.9992196,5.011119782,0,266.3518045,276.8505445,60,5,3,2,4,3,2,2
GLOVE-LSTM,0.501853297,Correct,368.7944433,255.4030899,3.83833516,400,268.9992196,5.011119782,0,368.8809687,255.4506342,60,5,3,2,4,3,2,2
ROBERTA-LARGE,0.501853297,Correct,602.6595074,267.155373,3.83833516,600,268.9992196,5.011119782,0,602.6564805,267.1538086,60,5,3,2,4,3,2,2
BERT-BASE,0.503486344,Correct,957.0738138,254.7606398,3.844317163,1000,268.1173742,5.020918064,0,957.057274,254.7503107,118,5,3,2,4,3,2,2
BERT-LARGE,0.503486344,Correct,871.0196587,270.9423496,3.844317163,800,268.1173742,5.020918064,0,871.0102857,270.9420442,118,5,3,2,4,3,2,2
GLOVE-CNN,0.503486344,Correct,161.2155721,231.4300282,3.844317163,200,268.1173742,5.020918064,0,161.162224,231.2647094,118,5,3,2,4,3,2,2
GLOVE-LSTM,0.503486344,Correct,388.8307227,257.8836534,3.844317163,400,268.1173742,5.020918064,0,388.8315463,257.935706,118,5,3,2,4,3,2,2
ROBERTA-LARGE,0.503486344,Correct,635.1692718,252.0264101,3.844317163,600,268.1173742,5.020918064,0,635.168507,252.0093494,118,5,3,2,4,3,2,2
BERT-BASE,0.504718678,Correct,1014.069816,261.8475004,3.848831316,1000,267.4519139,5.028312068,0,1014.106779,261.8008069,106,5,3,2,4,3,2,2
BERT-LARGE,0.504718678,Correct,794.8032113,226.5632109,3.848831316,800,267.4519139,5.028312068,0,794.7871203,226.5476994,106,5,3,2,4,3,2,2
GLOVE-CNN,0.504718678,Correct,185.3010953,281.3287445,3.848831316,200,267.4519139,5.028312068,0,185.2851141,281.3543317,106,5,3,2,4,3,2,2
GLOVE-LSTM,0.504718678,Incorrect,402.0926468,281.7623863,3.848831316,400,267.4519139,5.028312068,0,402.2393148,281.8405989,106,5,3,2,4,3,2,2
ROBERTA-LARGE,0.504718678,Correct,527.6174796,270.2115221,3.848831316,600,267.4519139,5.028312068,0,527.6081762,270.209916,106,5,3,2,4,3,2,2
BERT-BASE,0.506743496,Correct,978.2629667,253.8813808,3.856248412,1000,266.3585122,5.040460976,0,978.2633761,253.8848662,123,5,3,2,4,3,2,2
BERT-LARGE,0.506743496,Correct,767.6991612,238.3837085,3.856248412,800,266.3585122,5.040460976,0,767.7042867,238.3906601,123,5,3,2,4,3,2,2
GLOVE-CNN,0.506743496,Correct,159.8497362,252.3136242,3.856248412,200,266.3585122,5.040460976,0,159.8258239,252.3102001,123,5,3,2,4,3,2,2
GLOVE-LSTM,0.506743496,Correct,363.428155,282.9663428,3.856248412,400,266.3585122,5.040460976,0,363.4566907,282.989447,123,5,3,2,4,3,2,2
ROBERTA-LARGE,0.506743496,Correct,537.8784731,254.8796026,3.856248412,600,266.3585122,5.040460976,0,537.8357556,254.8428251,123,5,3,2,4,3,2,2
BERT-BASE,0.507804071,Correct,1033.631483,259.3990957,3.860133397,1000,265.7858017,5.046824426,0,1033.6244,259.4238953,141,5,3,2,4,3,2,2
BERT-LARGE,0.507804071,Correct,736.7816985,267.4427935,3.860133397,800,265.7858017,5.046824426,0,736.7968823,267.4607453,141,5,3,2,4,3,2,2
GLOVE-CNN,0.507804071,Incorrect,217.7172862,283.1485872,3.860133397,200,265.7858017,5.046824426,0,217.9187778,283.2047016,141,5,3,2,4,3,2,2
GLOVE-LSTM,0.507804071,Incorrect,361.7308284,272.4779594,3.860133397,400,265.7858017,5.046824426,0,361.7817885,272.4788605,141,5,3,2,4,3,2,2
ROBERTA-LARGE,0.507804071,Correct,566.8343919,252.2173798,3.860133397,600,265.7858017,5.046824426,0,566.8101012,252.2084835,141,5,3,2,4,3,2,2
BERT-BASE,0.511140042,Correct,985.6647994,281.3279633,3.872353368,1000,263.9843773,5.066840252,0,985.6342613,281.3109784,49,5,3,2,4,3,2,2
BERT-LARGE,0.511140042,Correct,862.9269818,277.9354311,3.872353368,800,263.9843773,5.066840252,0,862.8887116,277.9291072,49,5,3,2,4,3,2,2
GLOVE-CNN,0.511140042,Correct,209.2468778,245.4605577,3.872353368,200,263.9843773,5.066840252,0,209.2920444,245.5243913,49,5,3,2,4,3,2,2
GLOVE-LSTM,0.511140042,Correct,448.7503536,249.8454851,3.872353368,400,263.9843773,5.066840252,0,448.7222089,249.849445,49,5,3,2,4,3,2,2
ROBERTA-LARGE,0.511140042,Correct,613.587671,252.2327826,3.872353368,600,263.9843773,5.066840252,0,613.5792793,252.2315761,49,5,3,2,4,3,2,2
BERT-BASE,0.514205457,Correct,920.9900886,261.1726402,3.883582267,1000,262.3290532,5.085232742,0,920.9634038,261.1696877,15,5,3,2,4,3,2,2
BERT-LARGE,0.514205457,Correct,869.9243048,260.2657984,3.883582267,800,262.3290532,5.085232742,0,869.9596441,260.276073,15,5,3,2,4,3,2,2
GLOVE-CNN,0.514205457,Incorrect,289.755289,260.5008826,3.883582267,200,262.3290532,5.085232742,0,289.7275405,260.5488123,15,5,3,2,4,3,2,2
GLOVE-LSTM,0.514205457,Incorrect,321.7540571,257.6326553,3.883582267,400,262.3290532,5.085232742,0,321.7739133,257.6702697,15,5,3,2,4,3,2,2
ROBERTA-LARGE,0.514205457,Correct,528.9948031,248.787907,3.883582267,600,262.3290532,5.085232742,0,529.011669,248.7934442,15,5,3,2,4,3,2,2
BERT-BASE,0.514732104,Correct,936.8298562,274.6376937,3.885511424,1000,262.0446638,5.088392624,0,936.8121747,274.6118771,6,5,3,2,4,3,2,2
BERT-LARGE,0.514732104,Correct,859.3526279,256.9018124,3.885511424,800,262.0446638,5.088392624,0,859.3858489,256.9034599,6,5,3,2,4,3,2,2
GLOVE-CNN,0.514732104,Correct,121.6452661,260.9676482,3.885511424,200,262.0446638,5.088392624,0,121.6513839,260.9780819,6,5,3,2,4,3,2,2
GLOVE-LSTM,0.514732104,Correct,468.1774928,255.8658699,3.885511424,400,262.0446638,5.088392624,0,468.196396,255.8508979,6,5,3,2,4,3,2,2
ROBERTA-LARGE,0.514732104,Correct,670.8034068,266.769876,3.885511424,600,262.0446638,5.088392624,0,670.7883609,266.7725328,6,5,3,2,4,3,2,2
BERT-BASE,0.516681888,Correct,935.453753,256.4322714,3.892653664,1000,260.9917805,5.100091328,0,935.458038,256.4157479,103,5,3,2,4,3,2,2
BERT-LARGE,0.516681888,Correct,741.7607352,250.1800429,3.892653664,800,260.9917805,5.100091328,0,741.774652,250.1872494,103,5,3,2,4,3,2,2
