Label,Score,Status,x,y,r,x0,y0,r0,px,py,id,SEVEN,FOUR,TWO,FIVET,FOURT,THREET,TWOT
ROBERTA-LARGE,0.725663717,Correct,555.1928055,151.8044629,4.658173481,600,148.1415928,6.353982302,555.1946504,151.8124282,150,5,3,2,5,4,3,2
BERT-BASE,0.727272727,Correct,967.7150327,134.9912852,4.664067434,1000,147.2727274,6.363636362,967.7219543,134.9933366,144,6,3,2,5,4,3,2
BERT-LARGE,0.727272727,Correct,825.5512212,139.0954082,4.664067434,800,147.2727274,6.363636362,825.5443059,139.0964024,144,6,3,2,5,4,3,2
GLOVE-CNN,0.727272727,Correct,160.8483054,140.9227592,4.664067434,200,147.2727274,6.363636362,160.8574429,140.923054,143,6,3,2,5,4,3,2
GLOVE-LSTM,0.727272727,Correct,366.8183833,153.3505296,4.664067434,400,147.2727274,6.363636362,366.8244943,153.3492028,144,6,3,2,5,4,3,2
ROBERTA-LARGE,0.727272727,Correct,620.4173782,159.6339255,4.664067434,600,147.2727274,6.363636362,620.4112143,159.6321659,144,6,3,2,5,4,3,2
BERT-BASE,0.730088496,Correct,1034.773913,140.8524393,4.674381857,1000,145.7522122,6.380530976,1034.766386,140.8472912,132,6,3,2,5,4,3,2
BERT-LARGE,0.730088496,Correct,781.2069357,145.8900748,4.674381857,800,145.7522122,6.380530976,781.2104306,145.889855,132,6,3,2,5,4,3,2
GLOVE-CNN,0.730088496,Correct,197.4918728,145.6270279,4.674381857,200,145.7522122,6.380530976,197.4984,145.6361478,131,6,3,2,5,4,3,2
GLOVE-LSTM,0.730088496,Correct,427.1836589,139.7400658,4.674381857,400,145.7522122,6.380530976,427.1790928,139.740281,132,6,3,2,5,4,3,2
ROBERTA-LARGE,0.730088496,Correct,567.2903685,140.7824309,4.674381857,600,145.7522122,6.380530976,567.2910552,140.7818778,132,6,3,2,5,4,3,2
BERT-BASE,0.730434783,Correct,1012.123748,140.8677103,4.675650338,1000,145.5652172,6.382608698,1012.123908,140.871381,31,6,3,2,5,4,3,2
BERT-LARGE,0.730434783,Correct,813.7453174,143.7439232,4.675650338,800,145.5652172,6.382608698,813.744712,143.7444297,31,6,3,2,5,4,3,2
GLOVE-CNN,0.730434783,Correct,209.3191271,142.1079099,4.675650338,200,145.5652172,6.382608698,209.3194645,142.0991066,30,6,3,2,5,4,3,2
GLOVE-LSTM,0.730434783,Correct,403.0475768,144.1947646,4.675650338,400,145.5652172,6.382608698,403.0467561,144.1988026,31,6,3,2,5,4,3,2
ROBERTA-LARGE,0.730434783,Correct,588.6026557,140.6014451,4.675650338,600,145.5652172,6.382608698,588.6015633,140.6020021,31,6,3,2,5,4,3,2
BERT-BASE,0.731404959,Correct,979.3085871,139.2137746,4.679204183,1000,145.0413221,6.388429754,979.3135407,139.2159863,21,6,3,2,5,4,3,2
BERT-LARGE,0.731404959,Incorrect,792.5603093,141.0295157,4.679204183,800,145.0413221,6.388429754,792.5625107,141.0295694,21,6,3,2,5,4,3,2
GLOVE-CNN,0.731404959,Correct,173.0943068,142.5073493,4.679204183,200,145.0413221,6.388429754,173.1030327,142.5113202,20,6,3,2,5,4,3,2
GLOVE-LSTM,0.731404959,Correct,370.0904687,141.4567364,4.679204183,400,145.0413221,6.388429754,370.098133,141.4575841,21,6,3,2,5,4,3,2
ROBERTA-LARGE,0.731404959,Incorrect,555.0138242,139.4708685,4.679204183,600,145.0413221,6.388429754,555.0151795,139.4805951,21,6,3,2,5,4,3,2
BERT-BASE,0.731818182,Correct,1000.71989,136.1126838,4.680717857,1000,144.8181817,6.390909092,1000.721896,136.1164919,145,6,3,2,5,4,3,2
BERT-LARGE,0.731818182,Correct,759.6263071,143.7232873,4.680717857,800,144.8181817,6.390909092,759.6331695,143.7248208,145,6,3,2,5,4,3,2
GLOVE-CNN,0.731818182,Correct,242.887709,137.6129143,4.680717857,200,144.8181817,6.390909092,242.8768675,137.6112618,144,6,3,2,5,4,3,2
GLOVE-LSTM,0.731818182,Correct,382.4049299,138.5427705,4.680717857,400,144.8181817,6.390909092,382.4080105,138.5446462,145,6,3,2,5,4,3,2
ROBERTA-LARGE,0.731818182,Correct,610.1978764,140.9318436,4.680717857,600,144.8181817,6.390909092,610.1934814,140.9327113,145,6,3,2,5,4,3,2
BERT-BASE,0.733333333,Correct,958.1694785,142.8289779,4.686267995,1000,144.0000002,6.399999998,958.1771209,142.8291493,149,6,3,2,5,4,3,2
BERT-LARGE,0.733333333,Correct,823.5385116,151.2776693,4.686267995,800,144.0000002,6.399999998,823.5364388,151.2777912,149,6,3,2,5,4,3,2
GLOVE-CNN,0.733333333,Incorrect,226.1030562,155.6653874,4.686267995,200,144.0000002,6.399999998,226.0990095,155.6663735,148,6,4,2,5,4,3,2
GLOVE-LSTM,0.733333333,Correct,358.1230646,144.5744784,4.686267995,400,144.0000002,6.399999998,358.1317718,144.573025,149,6,4,2,5,4,3,2
ROBERTA-LARGE,0.733333333,Correct,567.4672882,153.1325643,4.686267995,600,144.0000002,6.399999998,567.4685598,153.1302644,149,6,3,2,5,4,3,2
BERT-BASE,0.743589744,Correct,990.8903311,143.6630906,4.72383818,1000,138.4615382,6.461538464,990.8934197,143.6653658,35,6,4,2,5,4,3,2
BERT-LARGE,0.743589744,Correct,782.5702339,133.5723482,4.72383818,800,138.4615382,6.461538464,782.5697806,133.5736136,35,6,4,2,5,4,3,2
GLOVE-CNN,0.743589744,Incorrect,229.625529,135.0902564,4.72383818,200,138.4615382,6.461538464,229.6222818,135.0935072,34,6,4,2,5,4,3,2
GLOVE-LSTM,0.743589744,Correct,394.3939379,135.327091,4.72383818,400,138.4615382,6.461538464,394.39579,135.3318213,35,6,4,2,5,4,3,2
ROBERTA-LARGE,0.743589744,Correct,599.2982092,146.8559988,4.72383818,600,138.4615382,6.461538464,599.2952998,146.8561019,35,6,4,2,5,4,3,2
BERT-BASE,0.75,Incorrect,1042.55059,131.1663137,4.747319542,1000,135,6.5,1042.544542,131.1645732,122,6,4,2,5,4,3,2
BERT-LARGE,0.75,Incorrect,794.0432849,128.6955991,4.747319542,800,135,6.5,794.0408036,128.6968907,122,6,4,2,5,4,3,2
GLOVE-CNN,0.75,Correct,168.3391595,131.0264733,4.747319542,200,135,6.5,168.3513082,131.0308314,121,6,4,2,5,4,3,2
GLOVE-LSTM,0.75,Correct,361.2836815,132.549758,4.747319542,400,135,6.5,361.2898334,132.549425,122,6,4,2,5,4,3,2
ROBERTA-LARGE,0.75,Incorrect,632.2141155,129.1017388,4.747319542,600,135,6.5,632.2066821,129.1045317,122,6,4,2,5,4,3,2
BERT-BASE,0.754237288,Correct,1010.584482,128.5260841,4.762841121,1000,132.7118645,6.525423728,1010.585532,128.5313843,27,6,4,2,5,4,3,2
BERT-BASE,0.754237288,Correct,977.1896201,126.9531928,4.762841121,1000,132.7118645,6.525423728,977.1957046,126.9569479,136,6,4,2,5,4,3,2
BERT-LARGE,0.754237288,Incorrect,760.9749667,131.3555962,4.762841121,800,132.7118645,6.525423728,760.9798194,131.3587757,27,6,4,2,5,4,3,2
BERT-LARGE,0.754237288,Correct,837.2590666,134.5534813,4.762841121,800,132.7118645,6.525423728,837.2516591,134.5544654,136,6,4,2,5,4,3,2
GLOVE-CNN,0.754237288,Correct,180.7282142,132.689079,4.762841121,200,132.7118645,6.525423728,180.7394899,132.6964706,26,6,4,2,5,4,3,2
GLOVE-CNN,0.754237288,Correct,217.3929064,132.6081039,4.762841121,200,132.7118645,6.525423728,217.3922766,132.6080671,135,6,4,2,5,4,3,2
GLOVE-LSTM,0.754237288,Correct,385.5670956,126.501207,4.762841121,400,132.7118645,6.525423728,385.5708353,126.5061921,27,6,4,2,5,4,3,2
GLOVE-LSTM,0.754237288,Correct,373.3980442,129.4675062,4.762841121,400,132.7118645,6.525423728,373.4028168,129.4693869,136,6,4,2,5,4,3,2
ROBERTA-LARGE,0.754237288,Correct,588.6748945,127.8705877,4.762841121,600,132.7118645,6.525423728,588.6738057,127.8740895,27,6,4,2,5,4,3,2
ROBERTA-LARGE,0.754237288,Correct,599.3678807,134.3788717,4.762841121,600,132.7118645,6.525423728,599.3654161,134.3809101,136,6,4,2,5,4,3,2
BERT-BASE,0.75862069,Incorrect,1022.179727,133.3057765,4.778897929,1000,130.3448274,6.55172414,1022.181776,133.3040901,93,6,4,2,5,4,3,2
BERT-LARGE,0.75862069,Incorrect,827.4021321,126.8017264,4.778897929,800,130.3448274,6.55172414,827.3955952,126.8045547,93,6,4,2,5,4,3,2
GLOVE-CNN,0.75862069,Correct,238.1682109,125.9590052,4.778897929,200,130.3448274,6.55172414,238.1627379,125.9622978,92,6,4,2,5,4,3,2
GLOVE-LSTM,0.75862069,Incorrect,397.6814411,123.2583297,4.778897929,400,130.3448274,6.55172414,397.6841862,123.2655304,93,6,4,2,5,4,3,2
ROBERTA-LARGE,0.75862069,Incorrect,566.8255734,128.3320995,4.778897929,600,130.3448274,6.55172414,566.8283034,128.3331701,93,6,4,2,5,4,3,2
BERT-BASE,0.75877193,Correct,988.9404623,131.3146233,4.779451935,1000,130.2631578,6.55263158,988.9444857,131.3185242,105,6,4,2,5,4,3,2
BERT-LARGE,0.75877193,Correct,772.4349435,126.2670666,4.779451935,800,130.2631578,6.55263158,772.4369625,126.2685312,105,6,4,2,5,4,3,2
GLOVE-CNN,0.75877193,Correct,225.7010007,123.2188479,4.779451935,200,130.2631578,6.55263158,225.7024194,123.2224081,104,6,4,2,5,4,3,2
GLOVE-LSTM,0.75877193,Correct,418.8189947,129.5006469,4.779451935,400,130.2631578,6.55263158,418.8191391,129.5100499,105,6,4,2,5,4,3,2
ROBERTA-LARGE,0.75877193,Correct,577.900494,134.268616,4.779451935,600,130.2631578,6.55263158,577.9007239,134.2707083,105,6,4,2,5,4,3,2
BERT-BASE,0.759259259,Correct,998.9799552,123.776352,4.781237066,1000,130.0000001,6.555555554,998.9827642,123.7818171,74,6,4,2,5,4,3,2
BERT-LARGE,0.759259259,Correct,815.7302439,131.4746775,4.781237066,800,130.0000001,6.555555554,815.725207,131.476007,74,6,4,2,5,4,3,2
GLOVE-CNN,0.759259259,Correct,205.0527696,130.4150305,4.781237066,200,130.0000001,6.555555554,205.0548699,130.4067257,73,6,4,2,5,4,3,2
GLOVE-LSTM,0.759259259,Correct,409.8352952,120.0766448,4.781237066,400,130.0000001,6.555555554,409.8365302,120.0854246,74,6,4,2,5,4,3,2
ROBERTA-LARGE,0.759259259,Correct,577.7512178,121.7088141,4.781237066,600,130.0000001,6.555555554,577.7520283,121.7126756,74,6,4,2,5,4,3,2
BERT-BASE,0.765217391,Correct,1020.51713,120.8330989,4.803062256,1000,126.7826089,6.591304346,1020.51261,120.8341251,80,6,4,2,5,4,3,2
BERT-LARGE,0.765217391,Correct,817.5094494,119.030363,4.803062256,800,126.7826089,6.591304346,817.5054809,119.0334945,80,6,4,2,5,4,3,2
GLOVE-CNN,0.765217391,Correct,175.9729056,121.0577004,4.803062256,200,126.7826089,6.591304346,175.9854704,121.0664855,79,6,4,2,5,4,3,2
GLOVE-LSTM,0.765217391,Correct,406.5230772,132.2049648,4.803062256,400,126.7826089,6.591304346,406.5239009,132.2113791,80,6,4,2,5,4,3,2
ROBERTA-LARGE,0.765217391,Correct,621.5720997,122.4450773,4.803062256,600,126.7826089,6.591304346,621.5662053,122.4487055,80,6,4,2,5,4,3,2
BERT-BASE,0.766666667,Correct,965.3488377,122.7453534,4.808371089,1000,125.9999998,6.600000002,965.3569,122.7489646,58,6,4,2,5,4,3,2
BERT-LARGE,0.766666667,Correct,805.6508969,123.9335252,4.808371089,800,125.9999998,6.600000002,805.6470266,123.9364105,58,6,4,2,5,4,3,2
GLOVE-CNN,0.766666667,Correct,192.5957428,128.5775242,4.808371089,200,125.9999998,6.600000002,192.5998281,128.5690126,57,6,4,2,5,4,3,2
GLOVE-LSTM,0.766666667,Correct,422.1264595,117.3558054,4.808371089,400,125.9999998,6.600000002,422.1263133,117.3670217,58,6,4,2,5,4,3,2
ROBERTA-LARGE,0.766666667,Incorrect,599.6894788,121.8131436,4.808371089,600,125.9999998,6.600000002,599.6865909,121.81697,58,6,4,2,5,4,3,2
BERT-BASE,0.772321429,Correct,1032.951808,123.0404692,4.829085006,1000,122.9464283,6.633928574,1032.945355,123.0419647,73,6,4,2,5,4,3,2
BERT-LARGE,0.772321429,Correct,783.9300431,121.095886,4.829085006,800,122.9464283,6.633928574,783.9307278,121.0991857,73,6,4,2,5,4,3,2
GLOVE-CNN,0.772321429,Correct,200.4573759,118.675228,4.829085006,200,122.9464283,6.633928574,200.4600458,118.668131,72,6,4,2,5,4,3,2
GLOVE-LSTM,0.772321429,Correct,388.788436,114.3361471,4.829085006,400,122.9464283,6.633928574,388.7933487,114.3435505,73,6,4,2,5,4,3,2
ROBERTA-LARGE,0.772321429,Correct,610.4540873,128.4327253,4.829085006,600,122.9464283,6.633928574,610.4497217,128.4354529,73,6,4,2,5,4,3,2
BERT-BASE,0.780701754,Correct,987.3780552,118.7738648,4.859782914,1000,118.4210528,6.684210524,987.3827414,118.7794983,28,6,4,2,5,4,3,2
BERT-LARGE,0.780701754,Correct,795.6268525,116.1932338,4.859782914,800,118.4210528,6.684210524,795.6252208,116.19607,28,6,4,2,5,4,3,2
GLOVE-CNN,0.780701754,Correct,213.0563087,120.6325374,4.859782914,200,118.4210528,6.684210524,213.0552114,120.6240763,27,6,4,2,5,4,3,2
GLOVE-LSTM,0.780701754,Correct,434.7691929,118.1579401,4.859782914,400,118.4210528,6.684210524,434.7682857,118.1523863,28,6,4,2,5,4,3,2
ROBERTA-LARGE,0.780701754,Correct,632.0401002,115.3198676,4.859782914,600,118.4210528,6.684210524,632.0282402,115.3179501,28,6,4,2,5,4,3,2
BERT-BASE,0.780991736,Correct,1008.85921,115.890334,4.860845145,1000,118.2644626,6.685950416,1008.85649,115.8917924,127,6,4,2,5,4,3,2
BERT-LARGE,0.780991736,Incorrect,807.4041058,111.3883002,4.860845145,800,118.2644626,6.685950416,807.4011955,111.3931919,127,6,4,2,5,4,3,2
GLOVE-CNN,0.780991736,Correct,187.9035933,116.8158058,4.860845145,200,118.2644626,6.685950416,187.9084567,116.8090523,126,6,4,2,5,4,3,2
GLOVE-LSTM,0.780991736,Correct,376.4304274,117.2113141,4.860845145,400,118.2644626,6.685950416,376.4364196,117.2152141,127,6,4,2,5,4,3,2
ROBERTA-LARGE,0.780991736,Correct,610.8195411,115.7539506,4.860845145,600,118.2644626,6.685950416,610.815085,115.7585668,127,6,4,2,5,4,3,2
BERT-BASE,0.800884956,Correct,1014.899941,104.6115771,4.933715854,1000,107.5221238,6.805309736,1014.896494,104.6147455,41,6,4,2,5,4,3,2
BERT-LARGE,0.800884956,Correct,794.6888263,103.4343817,4.933715854,800,107.5221238,6.805309736,794.6869008,103.4390883,41,6,4,2,5,4,3,2
GLOVE-CNN,0.800884956,Correct,195.8417894,106.7809475,4.933715854,200,107.5221238,6.805309736,195.8449333,106.7752077,40,6,4,2,5,4,3,2
GLOVE-LSTM,0.800884956,Correct,401.0445381,110.7906463,4.933715854,400,107.5221238,6.805309736,401.0438533,110.7857525,41,6,4,2,5,4,3,2
ROBERTA-LARGE,0.800884956,Correct,592.8953362,111.0335144,4.933715854,600,107.5221238,6.805309736,592.9147682,111.0254704,41,6,4,2,5,4,3,2
BERT-BASE,0.803418803,Correct,978.5996519,109.4544859,4.94299757,1000,106.1538464,6.820512818,978.6145803,109.4530259,25,6,4,2,5,4,3,2
BERT-LARGE,0.803418803,Correct,819.2070549,106.4138251,4.94299757,800,106.1538464,6.820512818,819.2016164,106.4182974,25,6,4,2,5,4,3,2
GLOVE-CNN,0.803418803,Correct,182.9163568,105.0269965,4.94299757,200,106.1538464,6.820512818,182.9214849,105.0222813,24,6,4,2,5,4,3,2
GLOVE-LSTM,0.803418803,Correct,413.53699,107.681191,4.94299757,400,106.1538464,6.820512818,413.5342837,107.6762195,25,6,4,2,5,4,3,2
ROBERTA-LARGE,0.803418803,Correct,619.1979006,106.0747774,4.94299757,600,106.1538464,6.820512818,619.1962294,106.0842764,25,6,4,2,5,4,3,2
BERT-BASE,0.804166667,Correct,996.164685,109.4566321,4.945737066,1000,105.7499998,6.825000002,996.1606734,109.4576959,38,6,4,2,5,4,3,2
BERT-LARGE,0.804166667,Correct,806.6270101,98.60858213,4.945737066,800,105.7499998,6.825000002,806.6240218,98.61549265,38,6,4,2,5,4,3,2
GLOVE-CNN,0.804166667,Correct,208.5863921,108.6324879,4.945737066,200,105.7499998,6.825000002,208.5875355,108.6251709,37,6,4,2,5,4,3,2
GLOVE-LSTM,0.804166667,Incorrect,426.0987436,104.7962089,4.945737066,400,105.7499998,6.825000002,426.0944587,104.7927651,38,6,4,2,5,4,3,2
ROBERTA-LARGE,0.804166667,Correct,605.650758,104.0423711,4.945737066,600,105.7499998,6.825000002,605.662329,104.0420416,38,6,4,2,5,4,3,2
BERT-BASE,0.814159292,Incorrect,987.377538,99.9733389,4.982340978,1000,100.3539823,6.884955752,987.3843246,99.96698481,47,6,4,2,5,4,3,2
BERT-LARGE,0.814159292,Incorrect,781.8609809,101.9274293,4.982340978,800,100.3539823,6.884955752,781.8624451,101.9195307,47,6,4,2,5,4,3,2
GLOVE-CNN,0.814159292,Incorrect,218.9069684,100.8513161,4.982340978,200,100.3539823,6.884955752,218.9127668,100.853582,46,6,4,2,5,4,3,2
GLOVE-LSTM,0.814159292,Correct,398.2178595,98.18829662,4.982340978,400,100.3539823,6.884955752,398.2174098,98.18529747,47,6,4,2,5,4,3,2
ROBERTA-LARGE,0.814159292,Correct,594.1304047,98.18488836,4.982340978,600,100.3539823,6.884955752,594.1471787,98.17859173,47,6,4,2,5,4,3,2
BERT-BASE,0.818965517,Correct,973.6623378,97.49883003,4.999946625,1000,97.75862082,6.913793102,973.6729726,97.50115981,146,7,4,2,5,4,3,2
BERT-LARGE,0.818965517,Correct,830.2958355,99.70999335,4.999946625,800,97.75862082,6.913793102,830.287284,99.70857822,146,7,4,2,5,4,3,2
GLOVE-CNN,0.818965517,Correct,203.8224126,96.60295427,4.999946625,200,97.75862082,6.913793102,203.8235603,96.59808818,145,7,4,2,5,4,3,2
GLOVE-LSTM,0.818965517,Incorrect,385.7116173,101.6805688,4.999946625,400,97.75862082,6.913793102,385.7130895,101.6774518,146,7,4,2,5,4,3,2
ROBERTA-LARGE,0.818965517,Correct,581.1675525,98.88995881,4.999946625,600,97.75862082,6.913793102,581.18684,98.89431953,146,7,4,2,5,4,3,2
BERT-BASE,0.830508475,Correct,994.441093,89.03352527,5.042229551,1000,91.5254235,6.98305085,994.4502136,89.03098874,117,7,4,2,5,4,3,2
BERT-LARGE,0.830508475,Correct,772.0655888,92.62103688,5.042229551,800,91.5254235,6.98305085,772.0691575,92.61768746,117,7,4,2,5,4,3,2
GLOVE-CNN,0.830508475,Incorrect,177.9190532,93.04141381,5.042229551,200,91.5254235,6.98305085,177.9238478,93.03888345,116,7,4,2,5,4,3,2
GLOVE-LSTM,0.830508475,Correct,410.9016313,94.9661995,5.042229551,400,91.5254235,6.98305085,410.8992326,94.96311638,117,7,4,2,5,4,3,2
ROBERTA-LARGE,0.830508475,Correct,611.9103044,92.66723658,5.042229551,600,91.5254235,6.98305085,611.9112979,92.6633405,117,7,4,2,5,4,3,2
BERT-BASE,0.833333333,Correct,1027.502515,92.00134726,5.052577268,1000,90.00000018,6.999999998,1027.491334,92.00024463,6,7,4,2,5,4,3,2
BERT-LARGE,0.833333333,Correct,818.8591646,93.43814726,5.052577268,800,90.00000018,6.999999998,818.8484579,93.44431733,6,7,4,2,5,4,3,2
GLOVE-CNN,0.833333333,Incorrect,190.8989174,94.77212466,5.052577268,200,90.00000018,6.999999998,190.901967,94.7684912,5,7,4,2,5,4,3,2
GLOVE-LSTM,0.833333333,Correct,376.2774349,92.65901782,5.052577268,400,90.00000018,6.999999998,376.2801323,92.65740249,6,7,4,2,5,4,3,2
ROBERTA-LARGE,0.833333333,Correct,631.1542479,82.8614209,5.052577268,600,90.00000018,6.999999998,631.1406029,82.86889307,6,7,4,2,5,4,3,2
BERT-BASE,0.836206897,Incorrect,1003.361968,98.62270472,5.063103399,1000,88.44827562,7.017241382,1003.360263,98.6276204,59,7,4,2,5,4,3,2
BERT-LARGE,0.836206897,Correct,810.4378589,83.38709973,5.063103399,800,88.44827562,7.017241382,810.4367113,83.38782962,59,7,4,2,5,4,3,2
GLOVE-CNN,0.836206897,Correct,224.9123507,89.27081072,5.063103399,200,88.44827562,7.017241382,224.9084023,89.27021954,58,7,4,2,5,4,3,2
GLOVE-LSTM,0.836206897,Incorrect,424.5654008,90.82791297,5.063103399,400,88.44827562,7.017241382,424.559647,90.82613002,59,7,4,2,5,4,3,2
ROBERTA-LARGE,0.836206897,Correct,624.8964053,94.38351108,5.063103399,600,88.44827562,7.017241382,624.8934128,94.39450008,59,7,4,2,5,4,3,2
BERT-BASE,0.843478261,Correct,1014.370904,91.44068792,5.08973908,1000,84.52173906,7.060869566,1014.361763,91.43789677,4,7,4,2,5,4,3,2
BERT-LARGE,0.843478261,Correct,784.729758,89.18216051,5.08973908,800,84.52173906,7.060869566,784.7309538,89.17601379,4,7,4,2,5,4,3,2
GLOVE-CNN,0.843478261,Correct,199.000998,84.42985367,5.08973908,200,84.52173906,7.060869566,199.0020914,84.42703392,3,7,4,2,5,4,3,2
GLOVE-LSTM,0.843478261,Correct,366.7966294,83.55620471,5.08973908,400,84.52173906,7.060869566,366.8001086,83.55659562,4,7,4,2,5,4,3,2
ROBERTA-LARGE,0.843478261,Correct,587.0477543,87.19448722,5.08973908,600,84.52173906,7.060869566,587.0564529,87.19568494,4,7,4,2,5,4,3,2
BERT-BASE,0.846491228,Correct,1005.395506,81.7712812,5.100775857,1000,82.89473688,7.078947368,1005.397201,81.76110784,49,7,4,2,5,4,3,2
BERT-LARGE,0.846491228,Correct,823.3952167,81.09096402,5.100775857,800,82.89473688,7.078947368,823.393711,81.10250434,49,7,4,2,5,4,3,2
GLOVE-CNN,0.846491228,Correct,172.8131105,80.9293583,5.100775857,200,82.89473688,7.078947368,172.8175752,80.92912382,48,7,4,2,5,4,3,2
GLOVE-LSTM,0.846491228,Correct,401.7077808,85.58413491,5.100775857,400,82.89473688,7.078947368,401.7063675,85.58292639,49,7,4,2,5,4,3,2
ROBERTA-LARGE,0.846491228,Correct,573.8775781,87.91572299,5.100775857,600,82.89473688,7.078947368,573.8888046,87.92747348,49,7,4,2,5,4,3,2
BERT-BASE,0.849557522,Correct,977.2969861,84.91022951,5.112007976,1000,81.23893812,7.097345132,977.3140542,84.91654044,89,7,4,2,5,4,3,2
BERT-LARGE,0.849557522,Correct,797.6352887,86.43543118,5.112007976,800,81.23893812,7.097345132,797.6371963,86.44117354,89,7,4,2,5,4,3,2
GLOVE-CNN,0.849557522,Correct,212.0567157,86.40293131,5.112007976,200,81.23893812,7.097345132,212.0556018,86.3987044,88,7,4,2,5,4,3,2
GLOVE-LSTM,0.849557522,Correct,379.424165,79.7176994,5.112007976,400,81.23893812,7.097345132,379.4256277,79.71836672,89,7,4,2,5,4,3,2
ROBERTA-LARGE,0.849557522,Correct,579.8448938,76.12921337,5.112007976,600,81.23893812,7.097345132,579.8456054,76.13789835,89,7,4,2,5,4,3,2
BERT-BASE,0.85,Correct,1034.669265,80.9546432,5.113628814,1000,81,7.1,1034.658499,80.95612161,101,7,4,2,5,4,3,2
BERT-LARGE,0.85,Correct,775.4448693,79.80273667,5.113628814,800,81,7.1,775.4431525,79.80211278,101,7,4,2,5,4,3,2
GLOVE-CNN,0.85,Correct,233.6174892,79.37905475,5.113628814,200,81,7.1,233.6126599,79.38031617,100,7,4,2,5,4,3,2
GLOVE-LSTM,0.85,Correct,414.5064236,82.32047417,5.113628814,400,81,7.1,414.5028759,82.31917026,101,7,4,2,5,4,3,2
ROBERTA-LARGE,0.85,Correct,606.3769141,74.88617544,5.113628814,600,81,7.1,606.3725488,74.87327741,101,7,4,2,5,4,3,2
BERT-BASE,0.85042735,Correct,1021.460215,80.307361,5.115194237,1000,80.769231,7.1025641,1021.451579,80.30726989,131,7,4,2,5,4,3,2
BERT-LARGE,0.85042735,Correct,762.7063359,83.37321627,5.115194237,800,80.769231,7.1025641,762.7074879,83.37511225,131,7,4,2,5,4,3,2
GLOVE-CNN,0.85042735,Correct,185.9182739,82.60319469,5.115194237,200,80.769231,7.1025641,185.9209007,82.60166288,130,7,4,2,5,4,3,2
GLOVE-LSTM,0.85042735,Correct,392.4093034,76.18723425,5.115194237,400,80.769231,7.1025641,392.4088493,76.18783747,131,7,4,2,5,4,3,2
ROBERTA-LARGE,0.85042735,Correct,600.2378012,86.60159657,5.115194237,600,80.769231,7.1025641,600.244036,86.59197507,131,7,4,2,5,4,3,2
BERT-BASE,0.853982301,Correct,988.2156968,77.42968439,5.128216352,1000,78.84955746,7.123893806,988.2254518,77.42901013,15,7,4,2,5,4,3,2
BERT-LARGE,0.853982301,Correct,836.1033032,77.42158337,5.128216352,800,78.84955746,7.123893806,836.095933,77.41971472,15,7,4,2,5,4,3,2
GLOVE-CNN,0.853982301,Correct,207.2227745,74.07771183,5.128216352,200,78.84955746,7.123893806,207.2216887,74.07565833,14,7,4,2,5,4,3,2
GLOVE-LSTM,0.853982301,Incorrect,388.9160161,88.94911794,5.128216352,400,78.84955746,7.123893806,388.9166466,88.94780063,15,7,4,2,5,4,3,2
ROBERTA-LARGE,0.853982301,Correct,618.0980241,81.04465763,5.128216352,600,78.84955746,7.123893806,618.0884162,81.03740618,15,7,4,2,5,4,3,2
BERT-BASE,0.864035088,Correct,999.2487536,70.02269376,5.165040643,1000,73.42105248,7.184210528,999.2509711,70.01466307,142,7,4,2,5,4,3,2
BERT-LARGE,0.864035088,Correct,765.9694627,70.49832423,5.165040643,800,73.42105248,7.184210528,765.966892,70.50143459,142,7,4,2,5,4,3,2
GLOVE-CNN,0.864035088,Incorrect,180.863615,70.32029822,5.165040643,200,73.42105248,7.184210528,180.8663218,70.32090266,141,7,4,2,5,4,3,2
GLOVE-LSTM,0.864035088,Correct,418.1824312,69.55821527,5.165040643,400,73.42105248,7.184210528,418.1777358,69.55864626,142,7,4,2,5,4,3,2
ROBERTA-LARGE,0.864035088,Correct,566.5836153,76.74932418,5.165040643,600,73.42105248,7.184210528,566.5859576,76.74925248,142,7,4,2,5,4,3,2
BERT-BASE,0.864864865,Correct,987.2788136,64.16402474,5.168080193,1000,72.9729729,7.18918919,987.2786111,64.16586555,40,7,4,2,5,4,3,2
BERT-LARGE,0.864864865,Correct,778.8227162,66.95517366,5.168080193,800,72.9729729,7.18918919,778.8171648,66.95557685,40,7,4,2,5,4,3,2
GLOVE-CNN,0.864864865,Correct,194.0734047,72.1198661,5.168080193,200,72.9729729,7.18918919,194.0741346,72.11940487,39,7,4,2,5,4,3,2
GLOVE-LSTM,0.864864865,Correct,405.2479166,72.79818798,5.168080193,400,72.9729729,7.18918919,405.245332,72.7987491,40,7,4,2,5,4,3,2
ROBERTA-LARGE,0.864864865,Correct,593.1040789,75.41111653,5.168080193,600,72.9729729,7.18918919,593.1021732,75.40923894,40,7,4,2,5,4,3,2
BERT-BASE,0.867521368,Correct,1028.497165,69.02782182,5.17781121,1000,71.53846128,7.205128208,1028.490177,69.03108597,9,7,4,2,5,4,3,2
BERT-LARGE,0.867521368,Correct,801.4183231,73.69633635,5.17781121,800,71.53846128,7.205128208,801.4144771,73.70230164,9,7,4,2,5,4,3,2
GLOVE-CNN,0.867521368,Correct,220.6911139,76.30474715,5.17781121,200,71.53846128,7.205128208,220.6891869,76.3024915,8,7,4,2,5,4,3,2
