Label,Score,Status,x,y,r,x0,y0,r0,px,py,id,SEVEN,FOUR,TWO,FIVET,FOURT,THREET,TWOT
GLOVE-LSTM,0.98619521,Correct,408.6276899,22.0668335,5.612524497,400,11.50399167,7.91717126,408.6222495,22.05901132,129,4,2,1,5,5,3,2
BERT-LARGE,0.98632139,Correct,889.2442771,-22.7095948,5.612986706,800,11.39884167,7.91792834,889.2104935,-22.69719643,88,4,2,1,5,5,3,2
BERT-BASE,0.98648608,Correct,1034.431403,16.41336252,5.613589981,1000,11.2616,7.91891648,1034.393207,16.41732546,49,4,2,1,5,5,3,2
BERT-BASE,0.98649341,Correct,1027.066205,28.68001463,5.613616831,1000,11.25549167,7.91896046,1027.029006,28.68474123,15,4,2,1,5,5,3,2
GLOVE-LSTM,0.98666114,Correct,409.8974082,-2.423796132,5.614231242,400,11.11571667,7.91996684,409.9033611,-2.431181082,41,4,2,1,5,5,3,2
GLOVE-CNN,0.98678696,Incorrect,179.5108382,20.49036813,5.614692132,200,11.01086667,7.92072176,179.5502927,20.48436583,34,4,2,1,5,5,3,2
GLOVE-LSTM,0.98685479,Incorrect,335.1084428,39.43835146,5.614940599,400,10.95434167,7.92112874,335.1102262,39.41755507,2,4,2,1,5,5,3,2
BERT-BASE,0.98695707,Correct,1034.627816,-8.287085214,5.615315261,1000,10.86910833,7.92174242,1034.588555,-8.282175688,62,4,2,1,5,5,3,2
BERT-LARGE,0.98695964,Correct,864.9229031,-27.02580091,5.615324675,800,10.86696667,7.92175784,864.8968708,-27.01930567,108,4,2,1,5,5,3,2
BERT-LARGE,0.98703742,Incorrect,793.5698639,25.98921366,5.61560959,800,10.80215,7.92222452,793.5602968,25.97888908,65,4,2,1,5,5,3,2
BERT-LARGE,0.98724747,Correct,908.3937771,9.77393231,5.616379023,800,10.62710833,7.92348482,908.3534132,9.785787938,14,4,2,1,5,5,3,2
ROBERTA-LARGE,0.98725224,Correct,716.975509,43.23265061,5.616396496,600,10.62313333,7.92351344,716.9989539,43.24782971,141,4,2,1,5,5,3,2
GLOVE-LSTM,0.98726302,Correct,467.2754376,46.63509787,5.616435984,400,10.61415,7.92357812,467.2461198,46.63698082,17,4,2,1,5,5,3,2
BERT-BASE,0.98726428,Correct,1105.671938,-7.600614083,5.616440599,1000,10.6131,7.92358568,1105.614866,-7.60812878,35,4,2,1,5,5,3,2
BERT-LARGE,0.98728752,Correct,842.0260912,34.09376627,5.61652573,800,10.59373333,7.92372512,842.0021459,34.07853684,62,4,2,1,5,5,3,2
GLOVE-LSTM,0.9873696,Incorrect,437.0700116,22.86102784,5.616826396,400,10.52533333,7.9242176,437.0608728,22.85820601,124,4,2,1,5,5,3,2
BERT-BASE,0.98739779,Correct,999.102476,3.8441021,5.616929659,1000,10.50184167,7.92438674,999.0684843,3.852709248,147,4,2,1,5,5,3,2
ROBERTA-LARGE,0.98743999,Correct,518.1574323,29.82855574,5.617084241,600,10.466675,7.92463994,518.1541041,29.82605553,142,4,2,1,5,5,3,2
BERT-BASE,0.98749393,Correct,1013.271305,-20.93488108,5.617281829,1000,10.421725,7.92496358,1013.227327,-20.93044614,52,4,2,1,5,5,3,2
BERT-LARGE,0.98763198,Correct,800.5790482,-16.33808615,5.617787519,800,10.30668333,7.92579188,800.5615733,-16.35093286,89,4,2,1,5,5,3,2
BERT-BASE,0.98765254,Incorrect,1112.625669,4.806020449,5.617862832,1000,10.28955,7.92591524,1112.568167,4.795878137,113,4,2,1,5,5,3,2
BERT-LARGE,0.98777485,Correct,767.3528531,36.33341324,5.618310865,800,10.187625,7.9266491,767.352077,36.32652159,147,4,2,1,5,5,3,2
GLOVE-CNN,0.98780233,Incorrect,221.8992188,25.78913179,5.618411526,200,10.164725,7.92681398,221.9275701,25.78619047,63,4,2,1,5,5,3,2
BERT-BASE,0.98791379,Correct,1090.597401,41.6143276,5.618819815,1000,10.07184167,7.92748274,1090.550444,41.60086014,77,4,2,1,5,5,3,2
BERT-BASE,0.98792845,Correct,1055.731658,4.203930308,5.618873516,1000,10.059625,7.9275707,1055.685053,4.201420999,60,4,2,1,5,5,3,2
ROBERTA-LARGE,0.9879688,Correct,661.6085186,-1.319884626,5.619021321,600,10.026,7.9278128,661.609737,-1.295891058,45,4,2,1,5,5,3,2
ROBERTA-LARGE,0.98806667,Correct,560.2533899,23.66746912,5.619379828,600,9.944441667,7.92840002,560.2415748,23.66954853,105,4,2,1,5,5,3,2
BERT-BASE,0.98839754,Correct,1069.632736,29.04054677,5.620591836,1000,9.668716667,7.93038524,1069.586906,29.03229242,9,4,2,1,5,5,3,2
BERT-LARGE,0.98843479,Correct,743.2311524,32.80949576,5.620728286,800,9.637675,7.93060874,743.2363784,32.79163554,20,4,2,1,5,5,3,2
BERT-BASE,0.9885909,Correct,1070.222826,-20.33322405,5.621300131,1000,9.507583333,7.9315454,1070.171254,-20.33399314,43,4,2,1,5,5,3,2
BERT-BASE,0.98872632,Correct,1048.743648,-8.194379215,5.621796187,1000,9.394733333,7.93235792,1048.69657,-8.192907446,55,4,2,1,5,5,3,2
BERT-LARGE,0.98878002,Correct,771.6968325,8.051941576,5.621992895,800,9.349983333,7.93268012,771.6907277,8.045688285,13,4,3,2,5,5,3,2
BERT-BASE,0.98886615,Correct,971.0429969,3.477661797,5.622308398,1000,9.278208333,7.9331969,971.0141406,3.490397443,85,4,3,2,5,5,3,2
BERT-BASE,0.98886979,Correct,956.8787074,3.166277789,5.622321731,1000,9.275175,7.93321874,956.8548633,3.170781405,50,4,3,2,5,5,3,2
ROBERTA-LARGE,0.98890215,Correct,703.8186341,48.69628871,5.622440269,600,9.248208333,7.9334129,703.8427549,48.70515187,48,4,3,2,5,5,3,2
BERT-BASE,0.98895615,Correct,1084.446976,-20.20824071,5.622638076,1000,9.203208333,7.9337369,1084.392193,-20.21096103,95,4,3,2,5,5,3,2
ROBERTA-LARGE,0.98898727,Correct,589.2057497,46.34130958,5.622752071,600,9.177275,7.93392362,589.2825206,46.30868711,89,4,3,2,5,5,3,2
BERT-BASE,0.9890331,Correct,1006.26868,-8.460022587,5.622919951,1000,9.139083333,7.9341986,1006.240469,-8.446183172,129,4,3,2,5,5,3,2
BERT-LARGE,0.98905921,Correct,844.4511283,20.05324552,5.623015594,800,9.117325,7.93435526,844.4267701,20.04106681,114,4,3,2,5,5,3,2
ROBERTA-LARGE,0.98907894,Correct,686.0292397,2.205585743,5.623087867,600,9.100883333,7.93447364,686.0338912,2.227991641,28,4,3,2,5,5,3,2
BERT-BASE,0.98910475,Correct,1034.035682,41.01664198,5.623182412,1000,9.079375,7.9346285,1033.999351,41.01681285,44,4,3,2,5,5,3,2
GLOVE-CNN,0.98912269,Correct,227.5345027,38.88159009,5.623248127,200,9.064425,7.93473614,227.5635927,38.87475663,91,4,3,2,5,5,3,2
GLOVE-LSTM,0.98913133,Correct,368.1977238,-6.681334878,5.623279777,400,9.057225,7.93478798,368.2101756,-6.668283238,40,4,3,2,5,5,3,2
BERT-BASE,0.98919082,Correct,1027.48622,-20.69650782,5.623497694,1000,9.00765,7.93514492,1027.441582,-20.68675026,130,4,3,2,5,5,3,2
GLOVE-LSTM,0.98932064,Correct,423.423424,-2.118246712,5.623973237,400,8.899466667,7.93592384,423.4223617,-2.118347389,1,4,3,2,5,5,3,2
BERT-LARGE,0.98935318,Correct,747.5497155,4.325371337,5.624092434,800,8.87235,7.93611908,747.5540775,4.3280791,141,4,3,2,5,5,3,2
GLOVE-CNN,0.98938143,Incorrect,216.3914107,12.64037012,5.624195916,200,8.848808333,7.93628858,216.4301049,12.63041582,148,4,3,2,5,5,3,2
BERT-BASE,0.98940432,Correct,970.4449955,28.01301245,5.624279764,1000,8.829733333,7.93642592,970.4111635,28.01869019,76,4,3,2,5,5,3,2
ROBERTA-LARGE,0.98940861,Incorrect,451.4870874,-1.609330932,5.624295479,600,8.826158333,7.93645166,451.4785546,-1.607529344,94,4,3,2,5,5,3,2
BERT-BASE,0.98944443,Correct,1020.403654,-8.399098934,5.624426691,1000,8.796308333,7.93666658,1020.367451,-8.388824668,99,4,3,2,5,5,3,2
BERT-LARGE,0.98952931,Correct,857.6340762,15.23575813,5.624737614,800,8.725575,7.93717586,857.6035034,15.23050622,99,4,3,2,5,5,3,2
BERT-BASE,0.98956245,Correct,1020.149165,16.23618009,5.624859009,1000,8.697958333,7.9373747,1020.111568,16.24336468,145,4,3,2,5,5,3,2
ROBERTA-LARGE,0.98966914,Correct,678.8839203,-34.76358861,5.625249824,600,8.60905,7.93801484,678.8745828,-34.72918642,150,4,3,2,5,5,3,2
BERT-BASE,0.98974329,Correct,943.5590807,-21.95924491,5.625521443,1000,8.547258333,7.93845974,943.5731964,-21.96706099,28,4,3,2,5,5,3,2
BERT-BASE,0.98978323,Correct,972.0553526,-21.52142495,5.625667747,1000,8.513975,7.93869938,972.0658726,-21.53055245,19,4,3,2,5,5,3,2
ROBERTA-LARGE,0.98980039,Correct,681.776242,30.92995294,5.625730605,600,8.499675,7.93880234,681.7935839,30.95420288,115,4,3,2,5,5,3,2
BERT-BASE,0.98987705,Correct,992.3455841,-8.536968424,5.626011418,1000,8.435791667,7.9392623,992.335679,-8.536632694,78,4,3,2,5,5,3,2
ROBERTA-LARGE,0.98996019,Correct,705.9672692,34.29236735,5.626315968,600,8.366508333,7.93976114,705.9813078,34.30904818,17,4,3,2,5,5,3,2
GLOVE-LSTM,0.99005425,Correct,374.0508998,7.706650755,5.626660518,400,8.288125,7.9403255,374.0622973,7.686706989,28,4,3,2,5,5,3,2
ROBERTA-LARGE,0.99006373,Correct,556.9935027,-0.791598458,5.626695244,600,8.280225,7.94038238,556.9756438,-0.78524686,139,4,3,2,5,5,3,2
BERT-BASE,0.99007833,Incorrect,1041.634,4.100199015,5.626748725,1000,8.268058333,7.94046998,1041.59228,4.102819934,96,4,3,2,5,5,3,2
BERT-BASE,0.99012029,Correct,1119.886288,-7.460752823,5.626902429,1000,8.233091667,7.94072174,1119.826753,-7.469926337,41,4,3,2,5,5,3,2
BERT-LARGE,0.99014342,Correct,791.3227959,40.10780995,5.626987156,800,8.213816667,7.94086052,791.3109905,40.10296021,102,4,3,2,5,5,3,2
ROBERTA-LARGE,0.99019802,Correct,585.0588537,-4.635611367,5.627187161,600,8.168316667,7.94118812,585.0325512,-4.640011383,76,4,3,2,5,5,3,2
BERT-BASE,0.9902333,Correct,949.5204153,15.38720332,5.627316395,1000,8.138916667,7.9413998,949.4904078,15.38572452,80,4,3,2,5,5,3,2
ROBERTA-LARGE,0.99024463,Incorrect,626.1032508,-13.77582951,5.627357898,600,8.129475,7.94146778,626.097322,-13.77412337,113,4,3,2,5,5,3,2
GLOVE-LSTM,0.99041653,Incorrect,422.8132724,22.56683768,5.627987583,400,7.986225,7.94249918,422.8050014,22.55980034,96,4,3,2,5,5,3,2
GLOVE-LSTM,0.99043792,Correct,455.403955,-27.88578433,5.628065937,400,7.9684,7.94262752,455.3707997,-27.87162354,150,4,3,2,5,5,3,2
GLOVE-LSTM,0.99044061,Correct,306.8474947,35.80170836,5.628075791,400,7.966158333,7.94264366,306.8519116,35.80872308,74,4,3,2,5,5,3,2
ROBERTA-LARGE,0.99045217,Correct,635.2716848,9.271114252,5.628118136,600,7.956525,7.94271302,635.2497603,9.269480013,106,4,3,2,5,5,3,2
ROBERTA-LARGE,0.99051124,Correct,641.3774095,47.24596343,5.628334515,600,7.9073,7.94306744,641.3810415,47.2585626,53,4,3,2,5,5,3,2
BERT-LARGE,0.9905476,Correct,827.2590517,-26.34145082,5.628467705,800,7.877,7.9432856,827.2396427,-26.34685526,75,4,3,2,5,5,3,2
GLOVE-CNN,0.99056506,Correct,213.4153256,37.14312973,5.628531663,200,7.86245,7.94339036,213.4473789,37.13824045,55,4,3,2,5,5,3,2
BERT-LARGE,0.99058014,Correct,892.7597397,28.7084174,5.628586902,800,7.849883333,7.94348084,892.7228911,28.71254671,128,4,3,2,5,5,3,2
ROBERTA-LARGE,0.9906131,Correct,619.1411838,13.54791353,5.628707637,600,7.822416667,7.9436786,619.104528,13.53388974,81,4,3,2,5,5,3,2
ROBERTA-LARGE,0.99062645,Correct,668.515431,36.18580423,5.62875654,600,7.811291667,7.9437587,668.5355064,36.19673603,133,4,3,2,5,5,3,2
ROBERTA-LARGE,0.99063981,Correct,537.5146146,14.45500924,5.628805479,600,7.800158333,7.94383886,537.5034859,14.46536413,101,4,3,2,5,5,3,2
GLOVE-LSTM,0.99064952,Correct,360.0535829,4.976645351,5.628841047,400,7.792066667,7.94389712,360.0625565,4.981616605,77,4,3,2,5,5,3,2
BERT-BASE,0.99077272,Correct,1119.619208,17.22745125,5.62929234,1000,7.6894,7.94463632,1119.562414,17.21469054,42,4,3,2,5,5,3,2
BERT-LARGE,0.99082458,Correct,831.0457412,25.00146753,5.629482308,800,7.646183333,7.94494748,831.0227605,24.98663984,60,4,3,2,5,5,3,2
BERT-BASE,0.99084747,Correct,928.423178,2.405359538,5.629566157,1000,7.627108333,7.94508482,928.4059178,2.385537654,74,4,3,2,5,5,3,2
ROBERTA-LARGE,0.99093491,Correct,593.7974395,6.684291148,5.629886457,600,7.554241667,7.94560946,593.7585484,6.664375965,73,4,3,2,5,5,3,2
BERT-BASE,0.9909423,Incorrect,1062.968212,-8.060279808,5.629913528,1000,7.548083333,7.9456538,1062.9188,-8.061229236,150,4,3,2,5,5,3,2
ROBERTA-LARGE,0.99096292,Correct,503.9161396,31.72710422,5.629989061,600,7.5309,7.94577752,503.9113432,31.72897031,85,5,3,2,5,5,3,2
GLOVE-LSTM,0.99114144,Correct,365.9361125,19.40557656,5.630642996,400,7.382133333,7.94684864,365.9476244,19.3798992,33,4,3,2,5,5,3,2
BERT-BASE,0.99116409,Correct,1098.423326,4.63797934,5.630725965,1000,7.363258333,7.94698454,1098.368942,4.629289692,121,4,3,2,5,5,3,2
ROBERTA-LARGE,0.99116558,Correct,546.1451486,25.63626629,5.630731423,600,7.362016667,7.94699348,546.1369733,25.6406435,86,5,3,2,5,5,3,2
BERT-LARGE,0.99116838,Correct,900.8082184,-30.93177994,5.63074168,800,7.359683333,7.94701028,900.8380594,-30.82092745,132,5,3,2,5,5,3,2
BERT-BASE,0.99124336,Correct,921.4530345,14.80494027,5.631016338,1000,7.2972,7.94746016,921.4310233,14.78268421,54,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99136531,Correct,652.5097601,-24.25854088,5.631463052,600,7.195575,7.94819186,652.5090453,-24.25327193,123,5,3,2,5,5,3,2
BERT-BASE,0.99147016,Correct,1077.183556,-7.942754733,5.631847128,1000,7.1082,7.94882096,1077.13098,-7.946624538,110,5,3,2,5,5,3,2
BERT-BASE,0.99148983,Correct,1027.470613,3.984286144,5.631919181,1000,7.091808333,7.94893898,1027.430972,3.991710879,11,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99150026,Correct,643.92133,-35.63211013,5.631957387,600,7.083116667,7.94900156,643.8988436,-35.59473886,90,5,3,2,5,5,3,2
BERT-BASE,0.99150473,Correct,1091.422744,-7.800581628,5.631973761,1000,7.079391667,7.94902838,1091.367887,-7.806154651,126,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99159765,Correct,657.535791,27.23150082,5.632314135,600,7.001958333,7.9495859,657.556885,27.23633758,18,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99159884,Correct,670.6956867,21.97191066,5.632318495,600,7.000966667,7.94959304,670.7216947,21.99517315,74,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99162334,Correct,488.3336476,-29.90052006,5.63240824,600,6.98055,7.94974004,488.3107998,-29.86930856,95,5,3,2,5,5,3,2
BERT-BASE,0.99164832,Correct,1126.866883,4.969970755,5.632499744,1000,6.959733333,7.94988992,1126.806855,4.958389532,57,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99165994,Correct,481.1829247,21.76821335,5.632542309,600,6.95005,7.94995964,481.1635733,21.77793353,50,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99166566,Correct,593.6843415,32.95537961,5.632563262,600,6.945283333,7.94999396,593.7630861,32.90437659,121,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99169195,Correct,612.9182276,54.85305968,5.632659565,600,6.923375,7.9501517,612.9713094,54.82370617,49,5,3,2,5,5,3,2
BERT-BASE,0.99170697,Correct,1076.875087,16.74353876,5.632714585,1000,6.910858333,7.95024182,1076.825762,16.73617738,115,5,3,2,5,5,3,2
BERT-LARGE,0.99171466,Correct,910.9699357,-4.155491141,5.632742754,800,6.90445,7.95028796,910.9274777,-4.140321243,12,5,3,2,5,5,3,2
BERT-BASE,0.99174142,Correct,1084.15619,4.466950699,5.632840778,1000,6.88215,7.95044852,1084.103932,4.46005105,17,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99174327,Correct,617.6510286,-25.19464426,5.632847555,600,6.880608333,7.95045962,617.6247633,-25.17951151,43,5,3,2,5,5,3,2
GLOVE-CNN,0.99188906,Incorrect,156.729398,30.12095866,5.633381597,200,6.759116667,7.95133436,156.772288,30.11398262,38,5,3,2,5,5,3,2
GLOVE-LSTM,0.99197304,Correct,332.1520357,1.295348039,5.633689224,400,6.689133333,7.95183824,332.1630756,1.317209088,19,5,3,2,5,5,3,2
BERT-BASE,0.99201387,Correct,1091.10985,16.91424309,5.633838788,1000,6.655108333,7.95208322,1091.058104,16.90447904,104,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99201667,Incorrect,701.1646668,-17.08019677,5.633849045,600,6.652775,7.95210002,701.1562483,-17.05113322,96,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99206638,Correct,462.5511201,-15.6343218,5.634031137,600,6.61135,7.95239828,462.5156628,-15.62175051,42,5,3,2,5,5,3,2
ROBERTA-LARGE,0.9921037,Correct,598.1075316,57.47764849,5.634167843,600,6.58025,7.9526222,598.1487588,57.47038524,98,5,3,2,5,5,3,2
GLOVE-CNN,0.9921096,Incorrect,321.0085424,37.38152983,5.634189456,200,6.575333333,7.9526576,321.0081714,37.39177476,132,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99212146,Correct,679.6961724,45.03485244,5.6342329,600,6.56545,7.95272876,679.7091733,45.0511119,92,5,3,2,5,5,3,2
ROBERTA-LARGE,0.9921658,Correct,523.5447601,16.63535855,5.634395322,600,6.5285,7.9529948,523.5326943,16.63125926,44,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99220979,Correct,683.8137241,16.55020601,5.634556461,600,6.491841667,7.95325874,683.8272244,16.55888744,9,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99223983,Correct,637.2545113,-4.877761655,5.6346665,600,6.466808333,7.95343898,637.2094373,-4.859321917,41,5,3,2,5,5,3,2
BERT-BASE,0.99229091,Correct,936.0708742,-9.5831447,5.634853611,1000,6.424241667,7.95374546,936.0956646,-9.591237673,117,5,3,2,5,5,3,2
BERT-BASE,0.99229676,Correct,1062.728655,16.56849822,5.63487504,1000,6.419366667,7.95378056,1062.683241,16.56266138,61,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99253076,Correct,676.8178258,-20.63099619,5.635732204,600,6.224366667,7.95518456,676.8112307,-20.60191016,107,5,3,2,5,5,3,2
BERT-BASE,0.99254155,Correct,950.1237474,-9.31956647,5.635771729,1000,6.215375,7.9552493,950.1358601,-9.331206333,33,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99254978,Correct,520.5723938,-8.18523193,5.635801876,600,6.208516667,7.95529868,520.5552516,-8.163504195,40,5,3,2,5,5,3,2
BERT-LARGE,0.99255884,Correct,860.1419109,1.067824412,5.635835064,800,6.200966667,7.95535304,860.1127204,1.066917743,57,5,3,2,5,5,3,2
BERT-LARGE,0.99260372,Correct,769.6347035,22.17621834,5.635999463,800,6.163566667,7.95562232,769.6371399,22.17233383,3,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99260569,Correct,500.9868518,7.410508731,5.636006679,600,6.161925,7.95563414,500.9769549,7.422046326,52,5,3,2,5,5,3,2
BERT-BASE,0.99262446,Correct,957.7799027,-21.55493593,5.636075436,1000,6.146283333,7.95574676,957.7933782,-21.54820436,31,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99263233,Correct,617.4351194,41.48087581,5.636104264,600,6.139725,7.95579398,617.4562232,41.43923344,39,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99270612,Correct,552.162502,38.50323041,5.636374564,600,6.078233333,7.95623672,552.2420856,38.45828734,111,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99271023,Correct,538.3308546,40.59471995,5.636389619,600,6.074808333,7.95626138,538.4180759,40.54100857,54,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99277049,Correct,648.4989544,3.831182965,5.636610357,600,6.024591667,7.95662294,648.4765127,3.825172539,134,5,3,2,5,5,3,2
BERT-BASE,0.99277252,Correct,1041.719358,-20.63406433,5.636617793,1000,6.0229,7.95663512,1041.673039,-20.63046202,68,5,3,2,5,5,3,2
GLOVE-LSTM,0.99278587,Correct,323.8207776,12.83838343,5.636666695,400,6.011775,7.95671522,323.8293945,12.85270151,56,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99281293,Correct,607.3341172,31.02606659,5.636765819,600,5.989225,7.95687758,607.3760674,30.92507763,25,5,3,2,5,5,3,2
GLOVE-CNN,0.99281925,Correct,137.004281,15.24452696,5.636788969,200,5.983958333,7.9569155,137.0522396,15.24007285,20,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99283749,Correct,565.6597997,10.46860416,5.636855784,600,5.968758333,7.95702494,565.6447696,10.46972781,132,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99285936,Correct,548.4306765,-12.10714241,5.636935896,600,5.950533333,7.95715616,548.4086167,-12.09536508,1,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99291575,Correct,647.1343306,17.74266965,5.637142458,600,5.903541667,7.9574945,647.1738351,17.73655311,117,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99292374,Correct,464.9856617,-1.656789348,5.637171726,600,5.896883333,7.95754244,464.9728801,-1.650789754,126,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99292856,Correct,579.7205654,8.568904341,5.637189382,600,5.892866667,7.95757136,579.6970464,8.567059663,6,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99294114,Correct,688.0813974,-11.84449508,5.637235464,600,5.882383333,7.95764684,688.0726087,-11.82563349,56,5,3,2,5,5,3,2
BERT-LARGE,0.99296099,Correct,826.3213167,53.08536335,5.637308176,800,5.865841667,7.95776594,826.3058563,53.06649755,79,5,3,2,5,5,3,2
BERT-BASE,0.99296838,Correct,999.0181508,-21.13911781,5.637335247,1000,5.859683333,7.95781028,998.9767662,-21.15310264,72,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99304765,Correct,620.6616469,27.57279962,5.63762562,600,5.793625,7.9582859,620.7064239,27.54046251,31,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99305516,Correct,544.9479595,-36.6419951,5.63765313,600,5.787366667,7.95833096,544.9165883,-36.62307359,61,5,3,2,5,5,3,2
ROBERTA-LARGE,0.9931038,Correct,650.4907109,-10.03849712,5.637831303,600,5.746833333,7.9586228,650.4922894,-10.02595732,91,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99312854,Correct,607.8872982,4.77940293,5.637921927,600,5.726216667,7.95877124,607.870918,4.743183728,24,5,3,2,5,5,3,2
ROBERTA-LARGE,0.9931404,Correct,694.8023704,25.37276258,5.637965372,600,5.716333333,7.9588424,694.8147819,25.38745443,37,5,3,2,5,5,3,2
ROBERTA-LARGE,0.9931432,Correct,634.339754,23.60946724,5.637975628,600,5.714,7.9588592,634.395492,23.6162058,78,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99315661,Correct,566.3099761,36.44029362,5.63802475,600,5.702825,7.95893966,566.3874303,36.39324254,64,5,3,2,5,5,3,2
BERT-LARGE,0.99315888,Correct,809.3331105,6.843192007,5.638033066,800,5.700933333,7.95895328,809.3158206,6.831123351,145,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99316591,Correct,613.2049754,-8.45363267,5.638058817,600,5.695075,7.95899546,613.1736932,-8.472475704,68,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99321049,Correct,655.7252357,42.50700546,5.638222118,600,5.657925,7.95926294,655.7555362,42.5333616,4,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99323624,Correct,630.7310884,-30.33741979,5.638316443,600,5.636466667,7.95941744,630.7122898,-30.30523521,33,5,3,2,5,5,3,2
BERT-BASE,0.99324822,Correct,1055.969297,-20.49405742,5.638360326,1000,5.626483333,7.95948932,1055.91938,-20.49205874,56,5,3,2,5,5,3,2
ROBERTA-LARGE,0.9933176,Correct,529.0667548,3.097307562,5.638614472,600,5.568666667,7.9599056,529.0525518,3.113069451,11,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99335241,Correct,525.560287,-21.50710801,5.638741984,600,5.539658333,7.96011446,525.539705,-21.48546475,118,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99342221,Correct,530.8767428,-34.7406979,5.638997668,600,5.481491667,7.96053326,530.8457985,-34.72017571,110,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99345279,Correct,472.8211316,10.20762824,5.639109685,600,5.456008333,7.96071674,472.8115749,10.21163156,130,5,3,2,5,5,3,2
GLOVE-LSTM,0.99348009,Correct,329.4906559,25.92176764,5.639209688,400,5.433258333,7.96088054,329.492721,25.93744822,138,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99350846,Correct,665.6905341,-29.5132401,5.63931361,600,5.409616667,7.96105076,665.6903358,-29.48740924,16,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99354231,Correct,524.2160226,42.73265368,5.639437605,600,5.381408333,7.96125386,524.3062502,42.68326907,129,5,3,2,5,5,3,2
BERT-BASE,0.99369365,Correct,1006.094636,16.25666614,5.639991978,1000,5.255291667,7.9621619,1006.059112,16.26217268,24,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99371654,Correct,551.5711956,12.43521036,5.640075826,600,5.236216667,7.96229924,551.5593659,12.44060602,147,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99372619,Correct,493.0025049,-4.311403615,5.640111175,600,5.228175,7.96235714,492.9870183,-4.29320195,112,5,3,2,5,5,3,2
BERT-BASE,0.99376774,Correct,922.4516805,-12.33472095,5.640263376,1000,5.19355,7.96260644,922.4688983,-12.21881146,1,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99381942,Correct,703.2034204,-31.34880775,5.640452685,600,5.150483333,7.96291652,703.1935508,-31.31520897,104,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99383682,Correct,483.0827832,-16.72097437,5.640516423,600,5.135983333,7.96302092,483.0718667,-16.68926465,26,5,3,2,5,5,3,2
GLOVE-LSTM,0.99386191,Correct,437.2294974,-1.712672725,5.64060833,400,5.115075,7.96317146,437.2233908,-1.712242294,126,5,3,2,5,5,3,2
GLOVE-CNN,0.99388379,Incorrect,71.73699502,19.28849885,5.640688478,200,5.096841667,7.96330274,71.79858314,19.28371714,119,5,3,2,5,5,3,2
ROBERTA-LARGE,0.9938857,Correct,534.2430226,-10.19232707,5.640695475,600,5.09525,7.9633142,534.223433,-10.17569466,15,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99389499,Correct,588.4258222,19.68605931,5.640729505,600,5.087508333,7.96336994,588.4112808,19.67491097,12,5,3,2,5,5,3,2
GLOVE-CNN,0.99400252,Correct,244.6150505,16.0904235,5.641123397,200,4.9979,7.96401512,244.6302516,16.09013197,106,5,3,2,5,5,3,2
ROBERTA-LARGE,0.99405766,Correct,539.5895937,-23.36650681,5.64132538,600,4.95195,7.96434596,539.5651257,-23.34869499,72,5,3,2,5,5,3,2
